character,move,base_damage,damage,angle,bkb,kbg,launch_angle,hitstun
Cloud,Usmash (Hitbox 4),11,11.55,83,40,90,83,25
Cloud,Usmash (Late),8,8.4,60,32,100,60,21
Cloud,Dsmash (Hitbox 1),4,4.2,170,90,97,170,33
Cloud,Dsmash (Hitbox 2),4,4.2,176,120,97,176,42
Cloud,Dsmash (Hitbox 3),4,4.2,160,90,97,160,33
Cloud,Dsmash (Hitbox 4),4,4.2,167,120,97,167,42
Cloud,Dsmash (Hit 2),12,12.6,35,35,94,35,24
Cloud,Fthrow,3,3.15,45,60,120,45,32
Cloud,Bthrow,3,3.15,38,48,110,38,27
Cloud,Uthrow,4,4.2,80,78,97,80,38
Cloud,Dthrow,7,7.35,122,40,110,122,25
Cloud,Nair,8,8.4,40,25,100,40,18
Cloud,Fair (Hitbox 1),14,14.7,270,20,90,270,20
Cloud,Fair (Hitbox 2),14,14.7,60,20,100,60,21
Cloud,Fair (Hitbox 3),13,13.65,45,30,83,45,22
Cloud,Fair (Hitbox 4),13,13.65,45,30,83,45,22
Cloud,Fair (Late),11,11.55,45,30,83,45,20
Cloud,Bair,13,13.65,361,20,95,0,19
Cloud,Uair,12,12.6,82,42,82,82,26
Cloud,Uair (Late),8.5,8.925,82,42,80,82,23
Cloud,Dair (Hitbox 1),15,15.75,270,10,100,270,18
Cloud,Dair (Hitbox 2),13,13.65,60,30,105,60,25
Cloud,Dair (Late),8,8.4,65,80,55,65,36
Cloud,Blade Beam (Windbox),0,0,361,40,100,0,22
Cloud,Blade Beam (Grounded),8,8.4,55,38,60,55,20
Cloud,"Blade Beam (Grounded, Late)",6,6.3,55,38,60,55,19
Cloud,Blade Beam (Aerial),6.4,6.72,55,38,60,55,19
Cloud,"Blade Beam (Aerial, Late)",4.8,5.04,55,38,60,55,19
Cloud,"Limit Blade Beam (Ground, Projectile)",6,6.3,55,38,60,55,19
Cloud,Limit Blade Beam (Ground),2,2.1,367,40,100,367,18
Cloud,Limit Blade Beam (Ground),3,3.15,48,40,226,48,32
Cloud,"Limit Blade Beam (Aerial, Projectile)",4.8,5.04,55,38,60,55,19
Cloud,Limit Blade Beam (Aerial),1.6,1.68,367,40,100,367,18
Cloud,Limit Blade Beam (Aerial),2.4,2.52,48,40,226,48,32
Cloud,Cross Slash 1 (Hitbox 1),4,4.2,75,30,35,75,13
Cloud,Cross Slash 1 (Hitbox 2),4,4.2,105,30,35,105,13
Cloud,Cross Slash 1 (Hitbox 3),4,4.2,367,30,40,367,14
Cloud,Cross Slash 2 (Hitbox 1),3,3.15,107,43,25,107,18
Cloud,Cross Slash 2 (Hitbox 2),3,3.15,78,43,25,78,18
Cloud,Cross Slash 3 (Hit 1) (Hitbox 1),3,3.15,70,20,100,70,12
Cloud,Cross Slash 3 (Hit 1) (Hitbox 2),3,3.15,290,30,100,290,15
Cloud,Cross Slash (Hit 2) (Hitbox 1),3,3.15,77,37,100,77,18
Cloud,Cross Slash (Hit 2) (Hitbox 2),3,3.15,110,37,100,110,18
Cloud,Cross Slash (Hit 3),6,6.3,50,30,140,50,23
Cloud,Limit Cross Slash (Hit 1),5,5.25,366,80,100,366,31
Cloud,Limit Cross Slash (Hit 2),5,5.25,366,80,100,366,31
Cloud,Limit Cross Slash (Hit 3) (Hitbox 1),3,3.15,70,14,100,70,11
Cloud,Limit Cross Slash (Hit 3) (Hitbox 2),3,3.15,290,21,100,290,13
Cloud,Limit Cross Slash (Hit 4) (Hitbox 1),3,3.15,77,26,100,77,14
Cloud,Limit Cross Slash (Hit 4) (Hitbox 2),3,3.15,110,26,100,110,14
Cloud,Limit Cross Slash (Hit 5),10,10.5,50,30,153,50,27
Cloud,Climhazard (Hit 1) (Hitbox 1),3,3.15,40,80,100,40,31
Cloud,Climhazard (Hit 1) (Hitbox 2),3,3.15,78,0,100,78,0
Cloud,Climhazard (Hit 1) (Hitbox 3),3,3.15,102,0,100,102,0
Cloud,"Climhazard (Hit 2, Early) (Hitbox 1)",4,4.2,87,68,40,87,29
Cloud,"Climhazard (Hit 2, Early) (Hitbox 2)",4,4.2,96,68,40,96,29
Cloud,Climhazard (Hit 2) (Hitbox 1),4,4.2,87,68,40,87,29
Cloud,Climhazard (Hit 2) (Hitbox 2),4,4.2,96,68,40,96,29
Cloud,Climhazard (Hit 2) (Hitbox 3),4,4.2,90,98,40,90,41
Cloud,"Climhazard (Hit 2, Late) (Hitbox 1)",4,4.2,85,50,40,85,22
Cloud,"Climhazard (Hit 2, Late) (Hitbox 2)",4,4.2,96,50,40,96,22
Cloud,"Climhazard (Hit 2, Late) (Hitbox 3)",4,4.2,90,70,40,90,30
Cloud,Limit Climhazard (Hit 1) (Hitbox 1),6,6.3,40,80,100,40,31
Cloud,Limit Climhazard (Hit 1) (Hitbox 2),6,6.3,78,0,100,78,0
Cloud,Limit Climhazard (Hit 1) (Hitbox 3),6,6.3,102,0,100,102,0
Cloud,"Limit Climhazard (Hit 2, Early)",7,7.35,88,50,135,88,31
Cloud,Limit Climhazard (Hit 2) (Hitbox 1),7,7.35,88,50,110,88,29
Cloud,Limit Climhazard (Hit 2) (Hitbox 2),7,7.35,88,50,110,88,29
Cloud,Limit Climhazard (Hit 2) (Hitbox 3),7,7.35,90,98,40,90,41
Cloud,Climhazard (Decend) (Hitbox 1),4.5,4.725,262,90,25,262,37
Cloud,Climhazard (Decend) (Hitbox 2),4.5,4.725,45,130,25,45,53
Cloud,Climhazard (Landing),3.5,3.675,64,64,128,64,34
Cloud,Finishing Touch (Grounded),1,1.05,80,60,417,80,53
Cloud,"Finishing Touch (Grounded, Late)",1,1.05,80,60,390,80,51
Cloud,Finishing Touch (Windbox),0,0,361,80,100,29.13043478,31
Cloud,Finishing Touch (Aerial),1,1.05,80,60,359,80,49
Cloud,"Finishing Touch (Aerial, Late)",1,1.05,80,60,359,80,49
Cloud,"Finishing Touch (Aerial, Windbox)",0,0,361,80,86,13.05217391,26
Corrin,Jab 1 (Hitbox 1),2,2.1,60,35,100,60,17
Corrin,Jab 1 (Hitbox 2),2,2.1,60,20,100,60,12
Corrin,Jab 1 (Hitbox 3),3,3.15,92,30,100,92,15
Corrin,Jab 1 (Late) (Hitbox 1),2,2.1,60,35,100,60,17
Corrin,Jab 1 (Late) (Hitbox 2),2,2.1,60,20,100,60,12
Corrin,Jab 1 (Late) (Hitbox 3),3,3.15,110,30,100,110,15
Corrin,Jab 2 (Hitbox 1),2,2.1,64,35,22,64,14
Corrin,Jab 2 (Hitbox 2),2,2.1,79,35,22,79,14
Corrin,Jab 2 (Hitbox 3),2,2.1,90,30,22,90,12
Corrin,Jab 3 (Hitbox 1),3.3,3.465,50,50,160,50,31
Corrin,Jab 3 (Hitbox 2),5,5.25,50,50,140,50,30
Corrin,Dash Attack (Hits 1-5) (Hitbox 1),2,2.1,15,55,100,15,23
Corrin,Dash Attack (Hits 1-5) (Hitbox 2),2,2.1,15,12,100,15,10
Corrin,Dash Attack (Hits 1-5) (Hitbox 3),2,2.1,15,5,100,15,8
Corrin,Dash Attack (Hit 6),3,3.15,60,40,160,60,27
Corrin,Ftilt,10.5,11.025,70,30,100,70,22
Corrin,Utilt,9,9.45,88,65,53,88,30
Corrin,Utilt (Late) (Hitbox 1),9,9.45,88,65,53,88,30
Corrin,Utilt (Late) (Hitbox 2),9,9.45,88,65,53,88,30
Corrin,Utilt (Late) (Hitbox 3),9,9.45,88,65,53,88,30
Corrin,Utilt (Late) (Hitbox 4),6,6.3,88,65,53,88,29
Corrin,Dtilt,7.5,7.875,100,50,80,100,26
Corrin,Fsmash (Charge),0.5,0.525,80,20,1,80,7
Corrin,Fsmash (Early) (Hitbox 1),12,12.6,50,35,99,50,25
Corrin,Fsmash (Early) (Hitbox 2),11,11.55,50,35,99,50,24
Corrin,Fsmash (Hitbox 1),12,12.6,50,35,99,50,25
Corrin,Fsmash (Hitbox 2),11,11.55,50,35,99,50,24
Corrin,Fsmash (Hitbox 3),15.2,15.96,50,35,105,50,29
Corrin,Fsmash (Late) (Hitbox 1),12,12.6,50,35,99,50,25
Corrin,Fsmash (Late) (Hitbox 2),11,11.55,50,35,99,50,24
Corrin,Fsmash (Late) (Hitbox 3),16.5,17.325,50,35,105,50,30
Corrin,Usmash (Hitbox 1),13,13.65,93,50,86,93,30
Corrin,Usmash (Hitbox 2),13,13.65,93,50,86,93,30
Corrin,Usmash (Hitbox 3),15,15.75,93,50,86,93,32
Corrin,Usmash (Hitbox 4),10,10.5,95,75,75,95,37
Corrin,Dsmash (Hitbox 1),11,11.55,32,40,95,32,26
Corrin,Dsmash (Hitbox 2),9,9.45,35,50,95,35,28
Corrin,Dsmash (Hitbox 3),14,14.7,35,50,95,35,32
Corrin,Fthrow,2,2.1,50,80,70,50,36
Corrin,Bthrow,2,2.1,130,60,110,130,32
Corrin,Uthrow,3,3.15,85,30,198,85,28
Corrin,Dthrow,3,3.15,70,80,150,70,44
Corrin,Nair,7,7.35,70,45,105,70,26
Corrin,Nair (Late),5.5,5.775,70,45,105,70,25
Corrin,Fair,7.5,7.875,65,40,99,65,24
Corrin,Bair,11,11.55,361,40,100,13.67065606,26
Corrin,Bair (Late),9,9.45,361,40,100,8.580438665,25
Corrin,Uair,9,9.45,70,55,99,70,31
Corrin,Dair (Hitbox 1),2,2.1,120,15,100,120,11
Corrin,Dair (Hitbox 2),2,2.1,260,80,100,260,31
Corrin,Dair (Hitbox 3),2,2.1,120,35,100,120,17
Corrin,Dair (Landing),3,3.15,361,50,110,15.90010054,27
Corrin,"Dragon Fang Shot (Shot, No Charge)",4,4.2,55,30,80,55,17
Corrin,"Dragon Fang Shot (Bite, No Charge)",10,10.5,50,50,100,50,30
Corrin,"Dragon Fang Shot (Shot, Fully Charged)",8,8.4,55,50,80,55,26
Corrin,"Dragon Fang Shot (Bite, Fully Charged)",20,21,50,10,100,50,24
Corrin,Dragon Lunge (Aerial) (Hitbox 1),8,8.4,50,25,100,50,18
Corrin,Dragon Lunge (Aerial) (Hitbox 2),15,15.75,40,30,100,40,26
Corrin,Dragon Lunge (Out of Special Hop) (Hitbox 1),7,7.35,50,25,100,50,18
Corrin,Dragon Lunge (Out of Special Hop) (Hitbox 2),15,15.75,40,30,100,40,26
Corrin,"Dragon Lunge (Pin, Forward)",12,12.6,55,70,90,55,38
Corrin,"Dragon Lunge (Pin, Forward)",7,7.35,55,70,90,55,35
Corrin,"Dragon Lunge (Pin, Behind, Early)",5,5.25,48,70,110,48,36
Corrin,"Dragon Lunge (Pin, Behind)",12,12.6,55,70,90,55,38
Corrin,"Dragon Lunge (Pin, Behind, Late)",7,7.35,55,70,90,55,35
Corrin,Dragon Ascent (Hit 1) (Hitbox 1),4.5,4.725,85,150,100,85,52
Corrin,Dragon Ascent (Hit 1) (Hitbox 2),0,0,0,35,100,0,17
Corrin,Dragon Ascent (Hits 2-7) (Hitbox 1),1,1.05,80,150,100,80,52
Corrin,Dragon Ascent (Hits 2-7) (Hitbox 2),1,1.05,105,150,100,105,52
Corrin,Dragon Ascent (Hits 2-7) (Hitbox 3),1,1.05,68,150,100,68,52
Corrin,Dragon Ascent (Hit 8),3,3.15,65,70,155,65,38
Corrin,Counter Surge (Attack),8,8.4,80,90,74,80,42
Corrin,"Counter Surge (Attack, Late)",8,8.4,90,90,68,90,41
Dark Pit,Jab 1 (Hitbox 1),2,2.1,55,38,30,55,16
Dark Pit,Jab 1 (Hitbox 2),2,2.1,90,38,30,90,16
Dark Pit,Jab 2 (Hitbox 1),2,2.1,60,30,30,60,13
Dark Pit,Jab 2 (Hitbox 2),2,2.1,90,30,30,90,13
Dark Pit,Jab 2 (Hitbox 3),2,2.1,120,30,30,120,13
Dark Pit,Jab 3,5,5.25,70,60,100,70,31
Dark Pit,Rapid Jab Finisher,2,2.1,361,45,170,23.8495295,29
Dark Pit,Dash Attack,11,11.55,60,80,50,60,36
Dark Pit,Ftilt (Hitbox 1),7,7.35,361,15,100,0,14
Dark Pit,Ftilt (Hitbox 2),10,10.5,361,15,100,0,16
Dark Pit,Utilt (Hit 1),2,2.1,100,110,100,100,40
Dark Pit,Utilt (Hit 2) (Hitbox 1),3,3.15,365,60,100,365,25
Dark Pit,Utilt (Hit 2) (Hitbox 2),3,3.15,90,80,100,90,31
Dark Pit,Utilt (Hit 3),5,5.25,83,50,120,83,28
Dark Pit,Dtilt,6,6.3,55,70,50,55,31
Dark Pit,Fsmash (Hit 1) (Hitbox 1),5,5.25,35,53,100,35,22
Dark Pit,Fsmash (Hit 1) (Hitbox 2),5,5.25,70,43,100,70,19
Dark Pit,Fsmash (Hit 1) (Hitbox 3),5,5.25,0,15,100,0,11
Dark Pit,Fsmash (Hit 1) (Hitbox 4),5,5.25,70,5,100,70,8
Dark Pit,Fsmash (Hit 2),10,10.5,361,42,122,22.5746972,29
Dark Pit,Usmash (Hit 1) (Hitbox 1),3,3.15,365,20,100,365,12
Dark Pit,Usmash (Hit 1) (Hitbox 2),3,3.15,365,33,100,365,16
Dark Pit,Usmash (Hit 1) (Hitbox 3),3,3.15,105,33,100,105,16
Dark Pit,Usmash (Hit 1) (Hitbox 4),3,3.15,105,40,100,105,22
Dark Pit,"Usmash (Hit 1, Late)",3,3.15,110,140,100,110,49
Dark Pit,Usmash (Hit 2) (Hitbox 1),2,2.1,98,20,100,98,12
Dark Pit,Usmash (Hit 2) (Hitbox 2),2,2.1,120,50,100,120,22
Dark Pit,Usmash (Hit 2) (Hitbox 3),2,2.1,120,50,100,120,22
Dark Pit,Usmash (Hit 3),8,8.4,89,66,102,89,35
Dark Pit,Dsmash (Hit 1) (Hitbox 1),12,12.6,55,35,93,55,24
Dark Pit,Dsmash (Hit 1) (Hitbox 2),12,12.6,55,35,93,55,24
Dark Pit,Dsmash (Hit 1) (Hitbox 3),10,10.5,55,35,93,55,23
Dark Pit,Dsmash (Hit 2) (Hitbox 1),12,12.6,30,25,93,30,20
Dark Pit,Dsmash (Hit 2) (Hitbox 2),12,12.6,30,25,93,30,20
Dark Pit,Dsmash (Hit 2) (Hitbox 3),10,10.5,30,25,93,30,19
Dark Pit,Fthrow,4,4.2,45,50,150,45,32
Dark Pit,Bthrow,8,8.4,45,65,60,45,30
Dark Pit,Uthrow,7,7.35,90,70,72,90,34
Dark Pit,Dthrow,4,4.2,70,80,60,70,36
Dark Pit,Nair (Hit 1-7) (Hitbox 1),0.7,0.735,65,70,100,65,34
Dark Pit,Nair (Hit 1-7) (Hitbox 2),0.7,0.735,125,70,100,125,34
Dark Pit,Nair (Hit 1-7) (Hitbox 3),0.7,0.735,25,20,100,25,14
Dark Pit,Nair (Hit 1-7) (Hitbox 4),0.7,0.735,160,20,100,160,14
Dark Pit,Nair (Hit 8),4,4.2,361,60,100,28.48080745,30
Dark Pit,Fair (Hits 1-2),1.5,1.575,366,20,48,366,10
Dark Pit,Fair (Hit 3),4,4.2,361,20,180,0,21
Dark Pit,Bair (Hitbox 1),12,12.6,46,30,96,46,23
Dark Pit,Bair (Hitbox 2),8,8.4,66,30,96,66,20
Dark Pit,Uair (Hits 1-4) (Hitbox 1),2,2.1,90,80,100,90,31
Dark Pit,Uair (Hits 1-4) (Hitbox 2),2,2.1,270,20,100,270,12
Dark Pit,Uair (Hits 1-4) (Hitbox 3),2,2.1,165,60,100,165,25
Dark Pit,Uair (Hits 1-4) (Hitbox 4),2,2.1,165,60,100,165,25
Dark Pit,Uair (Hit 5),2,2.1,68,5,270,68,21
Dark Pit,Dair (Hitbox 1),10,10.5,270,0,80,270,7
Dark Pit,Dair (Hitbox 2),10,10.5,60,40,80,60,23
Dark Pit,Dair (Late) (Hitbox 1),10,10.5,80,50,80,80,27
Dark Pit,Dair (Late) (Hitbox 2),10,10.5,70,40,80,70,23
Dark Pit,Silver Bow (No Charge),4.2,4.41,60,4,88,60,7
Dark Pit,"Electroshock Arm (Ground, Attack)",12,12.6,43,99,67,43,47
Dark Pit,"Electroshock Arm (Aerial, Attack)",9.5,9.975,43,90,58,43,41
Diddy Kong,Jab 1 (Hitbox 1),1.2,1.26,105,16,100,105,11
Diddy Kong,Jab 1 (Hitbox 2),1.2,1.26,105,18,100,105,12
Diddy Kong,Jab 1 (Hitbox 3),1.2,1.26,105,24,100,105,14
Diddy Kong,Jab 2 (Hitbox 1),1.2,1.26,100,16,100,100,11
Diddy Kong,Jab 2 (Hitbox 2),1.2,1.26,100,18,100,100,12
Diddy Kong,Jab 2 (Hitbox 3),1.2,1.26,100,24,100,100,14
Diddy Kong,Jab 3 (Hitbox 1),2,2.1,90,25,100,90,14
Diddy Kong,Jab 3 (Hitbox 2),2,2.1,85,25,100,85,14
Diddy Kong,Jab 3 (Hitbox 3),2,2.1,60,37,100,60,18
Diddy Kong,Rapid Jab Finisher,3,3.15,55,45,177,55,30
Diddy Kong,Dash Attack (Hit 1),2,2.1,40,55,100,40,28
Diddy Kong,Dash Attack (Hit 2),2,2.1,366,62,100,366,31
Diddy Kong,Dash Attack (Hit 3),3,3.15,78,80,90,78,37
Diddy Kong,Ftilt (All Angles),10,10.5,361,10,100,0,14
Diddy Kong,"Ftilt (All Angles, Late)",7,7.35,361,10,100,0,12
Diddy Kong,Utilt,6,6.3,92,28,150,92,23
Diddy Kong,Dtilt (Hitbox 1),5.5,5.775,40,15,75,40,11
Diddy Kong,Dtilt (Hitbox 2),5.5,5.775,50,15,75,50,11
Diddy Kong,Dtilt (Hitbox 3),5.5,5.775,60,15,75,60,11
Diddy Kong,Fsmash (Hit 1) (Hitbox 1),5,5.25,90,28,100,90,15
Diddy Kong,Fsmash (Hit 1) (Hitbox 2),5,5.25,60,35,100,60,17
Diddy Kong,Fsmash (Hit 1) (Hitbox 3),5,5.25,30,42,100,30,19
Diddy Kong,Fsmash (Hit 2) (Hitbox 1),11,11.55,46,40,116,46,28
Diddy Kong,Fsmash (Hit 2) (Hitbox 2),9,9.45,50,40,116,50,27
Diddy Kong,Fsmash (Hit 2) (Hitbox 3),9,9.45,60,40,116,60,27
Diddy Kong,Usmash (Hit 1) (Hitbox 1),2.5,2.625,95,85,100,95,32
Diddy Kong,Usmash (Hit 1) (Hitbox 2),2.5,2.625,110,106,100,110,39
Diddy Kong,Usmash (Hit 1) (Hitbox 3),2.5,2.625,95,50,100,95,22
Diddy Kong,Usmash (Hit 1) (Hitbox 4),2.5,2.625,95,60,100,95,25
Diddy Kong,Usmash (Hit 2) (Hitbox 1),2.5,2.625,125,48,100,125,21
Diddy Kong,Usmash (Hit 2) (Hitbox 2),2.5,2.625,105,45,100,105,20
Diddy Kong,Usmash (Hit 2) (Hitbox 3),2.5,2.625,95,45,100,95,20
Diddy Kong,Usmash (Hit 3),6,6.3,85,50,126,85,30
Diddy Kong,Dsmash (Hit 1),12,12.6,33,40,72,33,24
Diddy Kong,Dsmash (Hit 2),10,10.5,35,35,76,35,21
Diddy Kong,Fthrow,9,9.45,46,69,65,46,33
Diddy Kong,Bthrow,12,12.6,42,60,55,42,29
Diddy Kong,Uthrow,4,4.2,75,50,120,75,28
Diddy Kong,Dthrow,7,7.35,106,85,59,106,38
Diddy Kong,Nair,6,6.3,80,60,75,80,29
Diddy Kong,Fair,10,10.5,361,30,86,0,20
Diddy Kong,Fair (Late),8,8.4,361,30,86,0,19
Diddy Kong,Bair,9,9.45,361,30,102,0,21
Diddy Kong,Uair,6,6.3,76,64,89,76,32
Diddy Kong,Dair (Hitbox 1),13,13.65,270,30,102,270,24
Diddy Kong,Dair (Hitbox 2),10,10.5,270,30,102,270,22
Diddy Kong,Peanut Popgun (Peanut),3,3.15,0,0,0,0,0
Diddy Kong,Peanut Popgun (Explosion),23,24.15,361,30,92,40,34
Diddy Kong,Monkey Flip (Ground Throw),3,3.15,361,50,100,13.15593556,26
Diddy Kong,Monkey Flip (Aerial Throw),3,3.15,270,25,40,270,12
Diddy Kong,Monkey Flip (Attack Input) (Hitbox 1),14,14.7,361,80,50,40,38
Diddy Kong,Monkey Flip (Attack Input) (Hitbox 2),12,12.6,361,80,50,40,37
Diddy Kong,"Monkey Flip (Attack Input, Late) (Hitbox 1)",12,12.6,361,80,50,40,37
Diddy Kong,"Monkey Flip (Attack Input, Late) (Hitbox 2)",10,10.5,361,80,50,40,36
Diddy Kong,Rocketbarrel Boost (Launch),10,10.5,361,40,85,5.072534938,24
Diddy Kong,Rocketbarrel Boost (Travel),8,8.4,80,40,90,80,23
Diddy Kong,"Rocketbarrel Boost (Travel, Late)",6,6.3,70,40,90,70,22
Donkey Kong,Jab 1 (Hitbox 1),4,4.2,361,0,100,0,6
Donkey Kong,Jab 1 (Hitbox 2),4,4.2,110,35,25,110,14
Donkey Kong,Jab 1 (Hitbox 3),4,4.2,361,0,100,0,6
Donkey Kong,Jab 1 (Hitbox 4),4,4.2,130,45,25,130,18
Donkey Kong,Jab 2,6,6.3,70,40,100,70,23
Donkey Kong,Dash Attack,10,10.5,53,85,53,53,38
Donkey Kong,Dash Attack (Late),8,8.4,45,60,65,45,29
Donkey Kong,Ftilt (High),11,11.55,361,10,100,0,14
Donkey Kong,Ftilt,10,10.5,361,10,100,0,14
Donkey Kong,Ftilt (Low),9,9.45,361,10,100,0,13
Donkey Kong,Utilt (Hitbox 1),9,9.45,100,40,105,100,25
Donkey Kong,Utilt (Hitbox 2),10,10.5,100,40,110,100,27
Donkey Kong,Utilt (Hitbox 3),11,11.55,100,40,115,100,28
Donkey Kong,Dtilt (Hitbox 1),7,7.35,361,10,80,0,10
Donkey Kong,Dtilt (Hitbox 2),7,7.35,361,10,80,0,10
Donkey Kong,Dtilt (Hitbox 3),6,6.3,361,10,80,0,10
Donkey Kong,Fsmash (Hitbox 1),20,21,46,30,91,46,30
Donkey Kong,Fsmash (Hitbox 2),19,19.95,361,25,91,15.4020144,27
Donkey Kong,Usmash,18,18.9,90,30,83,90,26
Donkey Kong,Dsmash (Hitbox 1),17,17.85,70,35,88,70,28
Donkey Kong,Dsmash (Hitbox 2),17,17.85,70,35,88,70,28
Donkey Kong,Dsmash (Hitbox 3),14,14.7,82,35,88,82,25
Donkey Kong,Dsmash (Hitbox 4),14,14.7,82,35,88,82,25
Donkey Kong,Dsmash (Late) (Hitbox 1),18,18.9,55,30,88,55,27
Donkey Kong,Dsmash (Late) (Hitbox 2),18,18.9,55,30,88,55,27
Donkey Kong,Dsmash (Late) (Hitbox 3),14,14.7,98,35,88,98,25
Donkey Kong,Dsmash (Late) (Hitbox 4),14,14.7,98,35,88,98,25
Donkey Kong,Fthrow (Cargo),10,10.5,60,80,50,60,36
Donkey Kong,Bthrow (Cargo),12,12.6,72,70,80,72,37
Donkey Kong,Uthrow (Cargo),10,10.5,90,58,52,90,27
Donkey Kong,Dthrow (Cargo),7,7.35,48,50,38,48,22
Donkey Kong,Bthrow,11,11.55,40,60,65,40,30
Donkey Kong,Uthrow,9,9.45,90,70,50,90,32
Donkey Kong,Dthrow,7,7.35,361,60,50,16.49419449,27
Donkey Kong,Nair,11,11.55,361,20,100,0,18
Donkey Kong,Nair (Late),8,8.4,361,20,100,0,16
Donkey Kong,Fair,16,16.8,361,20,85,0,21
Donkey Kong,"Fair (Late, Meteor) (Hitbox 1)",15,15.75,270,30,100,270,26
Donkey Kong,"Fair (Late, Meteor) (Hitbox 2)",13,13.65,361,30,100,5.401898292,24
Donkey Kong,Bair,13,13.65,361,20,97,0,20
Donkey Kong,Bair (Late),8,8.4,361,30,100,0,20
Donkey Kong,Uair,13,13.65,90,32,90,90,23
Donkey Kong,Dair (Hitbox 1),16,16.8,270,30,90,270,25
Donkey Kong,Dair (Hitbox 2),13,13.65,361,20,90,0,19
Donkey Kong,Giant Punch,0,0,0,0,0,0,0
Donkey Kong,Giant Punch (Uncharged),10,10.5,80,15,100,80,16
Donkey Kong,"Giant Punch (Uncharged, Late)",8,8.4,361,15,100,0,14
Donkey Kong,Giant Punch (Full Charge) (Hitbox 1),28,29.4,361,10,80,26.91224845,30
Donkey Kong,Giant Punch (Full Charge) (Hitbox 2),28,29.4,361,10,80,26.91224845,30
Donkey Kong,Giant Punch (Full Charge) (Hitbox 3),28,29.4,361,10,80,26.91224845,30
Donkey Kong,Giant Punch (Full Charge) (Hitbox 4),18,18.9,361,10,50,0,12
Donkey Kong,"Giant Punch (Uncharged, Aerial)",6,6.3,80,15,100,80,13
Donkey Kong,"Giant Punch (Uncharged, Aerial, Late) (Hitbox 1)",4,4.2,361,15,100,0,12
Donkey Kong,"Giant Punch (Uncharged, Aerial, Late) (Hitbox 2)",4,4.2,361,15,100,0,12
Donkey Kong,"Giant Punch (Uncharged, Aerial, Late) (Hitbox 3)",4,4.2,361,15,60,0,9
Donkey Kong,"Giant Punch (Full Charge, Aerial)",15,15.75,80,40,80,80,27
Donkey Kong,"Giant Punch (Full Charge, Aerial, Late) (Hitbox 1)",25,26.25,361,10,80,11.62927019,26
Donkey Kong,"Giant Punch (Full Charge, Aerial, Late) (Hitbox 2)",25,26.25,361,10,80,11.62927019,26
Donkey Kong,"Giant Punch (Full Charge, Aerial, Late) (Hitbox 3)",25,26.25,361,10,80,11.62927019,26
Donkey Kong,"Giant Punch (Full Charge, Aerial, Late) (Hitbox 4)",20,21,361,10,50,0,13
Donkey Kong,Headbutt (Ground) (Hitbox 1),10,10.5,270,20,40,270,11
Donkey Kong,Headbutt (Ground) (Hitbox 2),8,8.4,70,15,40,70,8
Donkey Kong,Headbutt (Air) (Hitbox 1),10,10.5,270,30,40,270,15
Donkey Kong,Headbutt (Air) (Hitbox 2),8,8.4,70,15,40,70,8
Donkey Kong,"Spinning Kong (Hit 1, Grounded) (Hitbox 1)",7,7.35,361,60,90,29.68955008,31
Donkey Kong,"Spinning Kong (Hit 1, Grounded) (Hitbox 2)",7,7.35,140,60,90,140,31
Donkey Kong,"Spinning Kong (Hit 1, Grounded) (Hitbox 3)",7,7.35,140,60,90,140,31
Donkey Kong,Spinning Kong (Grounded),1.3,1.365,180,45,50,180,20
Donkey Kong,"Spinning Kong (Final Hit, Grounded)",4,4.2,361,40,170,19.8459441,28
Donkey Kong,"Spinning Kong (Hit 1, Aerial)",10,10.5,361,40,80,3.093478261,23
Donkey Kong,"Spinning Kong (Hits 2-5, Aerial) (Hitbox 1)",5,5.25,361,20,70,0,12
Donkey Kong,"Spinning Kong (Hits 2-5, Aerial) (Hitbox 2)",5,5.25,361,20,70,0,12
Donkey Kong,"Spinning Kong (Hits 2-5, Aerial) (Hitbox 3)",4,4.2,361,20,70,0,12
Donkey Kong,"Spinning Kong (Hits 2-5, Aerial) (Hitbox 4)",4,4.2,361,20,70,0,12
Donkey Kong,"Spinning Kong (Hits 6-8, Aerial)",2,2.1,361,0,100,0,6
Donkey Kong,Hand Slap (Hitbox 1),14,14.7,78,82,23,78,35
Donkey Kong,Hand Slap (Hitbox 2),14,14.7,84,82,23,84,35
Donkey Kong,Hand Slap (Hitbox 3),14,14.7,84,82,23,84,35
Donkey Kong,Hand Slap (Hitbox 4),14,14.7,78,82,23,78,35
Donkey Kong,"Hand Slap (Hit 1, Aerial)",5,5.25,90,36,100,90,17
Donkey Kong,"Hand Slap (Hit 2, Aerial)",6,6.3,270,30,100,270,19
Dr. Mario,Jab 1 (Hitbox 1),2.8,2.94,60,30,100,60,15
Dr. Mario,Jab 1 (Hitbox 2),2.8,2.94,70,30,100,70,15
Dr. Mario,Jab 1 (Hitbox 3),2.8,2.94,80,30,100,80,15
Dr. Mario,Jab 2 (Hitbox 1),1.68,1.764,70,30,100,70,15
Dr. Mario,Jab 2 (Hitbox 2),1.68,1.764,78,30,100,78,15
Dr. Mario,Jab 2 (Hitbox 3),1.68,1.764,88,30,100,88,15
Dr. Mario,Jab 3,4.48,4.704,361,45,80,1.820946604,23
Dr. Mario,Dash Attack,8.96,9.408,90,90,42,90,39
